{ 1, 375978865285289, 0.045505375, -0.15567628, 9.872271
},{ 1, 375983997333503, 0.09101075, -0.16046631, 9.79563
},{ 3, 375983997333503, 0.0049385447, -6.361008E-4, -0.0038633752
},{ 1, 375983999874175, 0.023950197, -0.1341211, 9.79084
},{ 3, 375983999874175, 0.0065364414, -0.001168733, -6.675818E-4
},{ 1, 375984002414719, -0.043110352, -0.19878663, 9.78605
},{ 3, 375984002414719, 0.007601706, 4.2916363E-4, 0.0051913727
},{ 1, 375984004955391, -0.028740235, -0.15088624, 9.726174
},{ 3, 375984004955391, -3.8777772E-4, -0.0043645264, 0.0046587405
},{ 2, 375984004955391, 22.650002, 24.750002, -49.500004
},{ 1, 375984007496063, -0.019160157, -0.122146, 9.78605
},{ 3, 375984007496063, 0.0022753833, -6.361008E-4, 0.0073219016
},{ 1, 375984010036607, 0.0023950196, -0.098195806, 9.73815
},{ 3, 375984010036607, 0.005471177, 0.010016544, -6.675818E-4
},{ 1, 375984012577279, 0.050295413, -0.11496094, 9.829161
},{ 3, 375984012577279, -0.0025183067, -0.001168733, 0.008387166
},{ 1, 375984015117823, 0.016765138, -0.16046631, 9.733359
},{ 3, 375984015117823, -0.006246732, 0.0030923248, 0.006256637
},{ 1, 375984017658495, 0.05269043, -0.12933107, 9.745335
},{ 3, 375984017658495, 1.4485451E-4, 9.6179586E-4, 0.00678927
},{ 1, 375984020199167, -0.026345216, -0.14849122, 9.82437
},{ 3, 375984020199167, 0.0065364414, -0.0043645264, 0.008387166
},{ 1, 375984022739711, 0.035925295, -0.07185059, 9.733359
},{ 3, 375984022739711, -0.0067793643, 0.005755486, 0.0041261083
},{ 1, 375984025280383, 0.0047900393, -0.11496094, 9.77647
},{ 3, 375984025280383, -0.0025183067, -6.361008E-4, 0.0046587405
},{ 2, 375984025280383, 22.650002, 24.750002, -49.500004
},{ 1, 375984027821055, 0.021555176, -0.12454102, 9.829161
},{ 3, 375984027821055, 0.001210119, -6.361008E-4, 0.0057240045
},{ 1, 375984030361599, 0.086220704, -0.15088624, 9.7621
},{ 3, 375984030361599, 0.001210119, -0.0017013652, 0.0046587405
},{ 1, 375984032902271, 0.026345216, -0.15567628, 9.673484
},{ 3, 375984032902271, 0.012928028, -0.0027666297, 0.007854533
},{ 1, 375984035442943, 0.11496094, -0.23471193, 9.716595
},{ 3, 375984035442943, -0.011040423, -0.003299262, 0.0073219016
},{ 1, 375984037983487, -0.026345216, -0.100590825, 9.716595
},{ 3, 375984037983487, -0.0051814676, -0.0022339975, 0.0051913727
},{ 1, 375984040524159, -0.0023950196, -0.08861572, 9.707015
},{ 3, 375984040524159, 0.0028080156, 0.010016544, 0.00678927
},{ 1, 375984043068972, 0.035925295, -0.15328126, 9.848321
},{ 3, 375984043068972, -0.0019856745, 0.0046902215, 0.009985062
},{ 1, 375984045609644, 0.0, -0.14130616, 9.6686945
},{ 3, 375984045609644, -0.006246732, 4.2916363E-4, -0.0027981107
},{ 2, 375984045609644, 22.650002, 24.750002, -49.500004
},{ 1, 375984048150316, 0.009580079, -0.13172609, 9.72857
},{ 3, 375984048150316, -0.0014530421, 0.0020270604, 0.0057240045
},{ 1, 375984050690988, -0.0023950196, -0.11496094, 9.663904
},{ 3, 375984050690988, -0.0025183067, 4.2916363E-4, -0.005993904
},{ 1, 375984053231660, 0.05269043, -0.083825685, 9.764495
},{ 3, 375984053231660, -3.8777772E-4, -0.0027666297, -0.008124433
},{ 1, 375984055772332, 0.05269043, -0.19160157, 9.783655
},{ 3, 375984055772332, -0.0046488354, 0.0014944281, -0.008657065
},{ 1, 375984058312876, -0.038320314, -0.06706055, 9.814791
},{ 3, 375984058312876, 0.012928028, 0.0014944281, -0.0017328463
},{ 1, 375984060853548, -0.028740235, -0.14370118, 9.766891
},{ 3, 375984060853548, -0.007844629, 0.010016544, -0.010254961
},{ 1, 375984063394220, -0.011975098, -0.1341211, 9.6615095
},{ 3, 375984063394220, 0.00387328, 0.0046902215, -0.003330743
},{ 1, 375984065934892, 0.031135255, -0.17244141, 9.766891
},{ 3, 375984065934892, -0.0057141, 0.0025596926, -0.016113916
},{ 2, 375984065934892, 22.650002, 24.45, -49.500004
},{ 1, 375984068475564, 0.021555176, -0.100590825, 9.692644
},{ 3, 375984068475564, -0.017964642, 0.013212336, -0.005993904
},{ 1, 375984071016108, 0.014370117, -0.14130616, 9.733359
},{ 3, 375984071016108, -0.0035835712, 0.0052228537, -0.010787594
},{ 1, 375984073556780, 0.05508545, -0.1820215, 9.910591
},{ 3, 375984073556780, -0.012105687, 0.0014944281, -0.010254961
},{ 1, 375984076097452, 0.0047900393, -0.24668702, 9.7142
},{ 3, 375984076097452, -0.004116203, -6.361008E-4, -0.005993904
},{ 1, 375984078638124, -0.009580079, -0.12454102, 9.884246
},{ 3, 375984078638124, -0.0014530421, -6.361008E-4, -0.005993904
},{ 1, 375984081178796, -0.07664063, -0.1580713, 9.766891
},{ 3, 375984081178796, -0.0067793643, 0.0030923248, -0.005993904
},{ 1, 375984083719340, -0.011975098, -0.1580713, 9.917776
},{ 3, 375984083719340, -0.007844629, 0.0030923248, -0.009189697
},{ 1, 375984086260012, 0.05508545, -0.09101075, 9.726174
},{ 3, 375984086260012, 0.0065364414, -0.0043645264, -6.675818E-4
},{ 2, 375984086260012, 22.650002, 24.45, -49.500004
},{ 1, 375984088800684, 0.0047900393, -0.10538086, 9.855506
},{ 3, 375984088800684, -0.0014530421, 0.0052228537, -0.0049286396
},{ 1, 375984091341356, 0.05269043, -0.08861572, 9.77647
},{ 3, 375984091341356, -0.0067793643, -0.0043645264, 0.0030608438
},{ 1, 375984093882028, -0.035925295, -0.13172609, 9.754915
},{ 3, 375984093882028, 0.0022753833, -0.0017013652, -0.0027981107
},{ 1, 375984096422700, 0.100590825, -0.17004639, 9.692644
},{ 3, 375984096422700, -0.007844629, 0.008418647, -0.0043960074
},{ 1, 375984098963244, -0.035925295, -0.13172609, 9.814791
},{ 3, 375984098963244, -0.004116203, -0.0027666297, -0.005993904
},{ 1, 375984101503916, -0.021555176, -0.11496094, 9.707015
},{ 3, 375984101503916, 0.0028080156, -0.0064950553, -0.001200214
},{ 1, 375984104044588, 0.019160157, -0.09340577, 9.72378
},{ 3, 375984104044588, -0.006246732, -0.0022339975, -0.0043960074
},{ 1, 375984106585260, 0.019160157, -0.18441652, 9.814791
},{ 3, 375984106585260, -0.0019856745, -0.0064950553, 0.009985062
},{ 2, 375984106585260, 22.650002, 24.45, -49.500004
},{ 1, 375984109125932, 0.014370117, -0.05508545, 9.7142
},{ 3, 375984109125932, 0.0033406478, 0.0020270604, 0.010517695
},{ 1, 375984111666476, -0.011975098, -0.21076173, 9.754915
},{ 3, 375984111666476, -0.013703584, 0.0025596926, 0.006256637
},{ 1, 375984114207148, 0.021555176, -0.18920656, 9.750125
},{ 3, 375984114207148, 1.4485451E-4, 0.0068207504, 0.011050328
},{ 1, 375984116747820, 0.038320314, -0.21555176, 9.74294
},{ 3, 375984116747820, 0.0022753833, -0.005429791, 3.9768266E-4
},{ 1, 375984119288492, 0.021555176, -0.11256592, 9.745335
},{ 3, 375984119288492, 0.006003809, -0.005429791, 0.012115591
},{ 1, 375984121829164, -0.0071850587, -0.11496094, 9.81
},{ 3, 375984121829164, -0.0073119965, 0.003624957, -1.3494957E-4
},{ 1, 375984124369708, -0.035925295, -0.09340577, 9.74294
},{ 3, 375984124369708, -9.204099E-4, -0.005429791, 0.0025282116
},{ 1, 375984126910380, -0.08861572, -0.098195806, 9.857901
},{ 3, 375984126910380, 0.001210119, 0.005755486, 9.303149E-4
},{ 2, 375984126910380, 22.800001, 24.300001, -49.500004
},{ 1, 375984129451052, 0.0, -0.098195806, 9.72857
},{ 3, 375984129451052, -0.0035835712, -6.361008E-4, 0.0019955793
},{ 1, 375984131991724, 0.031135255, -0.122146, 9.798025
},{ 3, 375984131991724, -0.0019856745, -0.0043645264, -0.010787594
},{ 1, 375984134532396, -0.026345216, -0.119750984, 9.721385
},{ 3, 375984134532396, -0.0046488354, 0.0014944281, 0.007854533
},{ 1, 375984137072940, 0.047900394, -0.09101075, 9.81
},{ 3, 375984137072940, 0.001210119, 0.0025596926, 0.0046587405
},{ 1, 375984139609761, 0.0, -0.122146, 9.718989
},{ 3, 375984139609761, -0.0035835712, 0.0052228537, -6.675818E-4
},{ 1, 375984142150433, 0.040715333, -0.1580713, 9.843531
},{ 3, 375984142150433, 1.4485451E-4, 0.0041575893, 0.0025282116
},{ 1, 375984144691105, 0.014370117, -0.1580713, 9.831555
},{ 3, 375984144691105, 0.0028080156, -0.0022339975, 0.0030608438
},{ 1, 375984147231777, -0.014370117, -0.09340577, 9.831555
},{ 3, 375984147231777, -0.0014530421, -6.361008E-4, 0.006256637
},{ 2, 375984147231777, 22.95, 24.750002, -49.500004
},{ 1, 375984149772449, -0.019160157, -0.119750984, 9.764495
},{ 3, 375984149772449, -0.004116203, -0.005962423, 0.0030608438
},{ 1, 375984152312993, -0.08861572, -0.11496094, 9.807606
},{ 3, 375984152312993, 0.00387328, 0.0014944281, 0.0025282116
},{ 1, 375984154853665, 0.014370117, -0.13651612, 9.800421
},{ 3, 375984154853665, -0.0025183067, -0.0075603197, 0.0046587405
},{ 1, 375984157394337, -0.016765138, -0.098195806, 9.73815
},{ 3, 375984157394337, -0.0025183067, -6.361008E-4, 0.008919799
},{ 1, 375984159935009, 0.0071850587, -0.14370118, 9.798025
},{ 3, 375984159935009, -0.0025183067, 0.0052228537, 3.9768266E-4
},{ 1, 375984162475553, 0.016765138, -0.119750984, 9.769285
},{ 3, 375984162475553, 0.0017427512, 0.006288118, 0.0025282116
},{ 1, 375984165016225, 0.0023950196, -0.19160157, 9.807606
},{ 3, 375984165016225, -0.004116203, 0.007886015, 0.0014629471
},{ 1, 375984167556897, 0.0071850587, -0.12454102, 9.766891
},{ 3, 375984167556897, -0.008377261, -6.361008E-4, 0.012115591
},{ 2, 375984167556897, 23.25, 24.45, -49.500004
},{ 1, 375984170097569, 0.009580079, -0.07185059, 9.845925
},{ 3, 375984170097569, 0.0028080156, 0.0020270604, 0.0051913727
},{ 1, 375984172638241, -0.035925295, -0.07424561, 9.75252
},{ 3, 375984172638241, -0.0046488354, -6.361008E-4, 0.0025282116
},{ 1, 375984175178785, -0.009580079, -0.23471193, 9.821976
},{ 3, 375984175178785, -0.0014530421, -0.008625585, -0.0022654785
},{ 1, 375984177719457, 0.059875492, -0.12454102, 9.802815
},{ 3, 375984177719457, -0.0035835712, 9.6179586E-4, 0.0051913727
},{ 1, 375984180260129, 0.05748047, -0.15567628, 9.82437
},{ 3, 375984180260129, -9.204099E-4, 9.6179586E-4, 0.006256637
},{ 1, 375984182800801, -0.021555176, -0.14849122, 9.70941
},{ 3, 375984182800801, -0.0025183067, 4.2916363E-4, 0.0014629471
},{ 1, 375984185341345, -0.028740235, -0.122146, 9.711804
},{ 3, 375984185341345, 0.00387328, -0.003299262, 0.0073219016
},{ 1, 375984187882017, -0.0047900393, -0.1580713, 9.716595
},{ 3, 375984187882017, 1.4485451E-4, -0.0043645264, -0.0038633752
},{ 2, 375984187882017, 22.650002, 24.45, -49.500004
},{ 1, 375984190422689, 0.043110352, -0.13891114, 9.766891
},{ 3, 375984190422689, -0.007844629, -0.0017013652, 0.00678927
},{ 1, 375984192963361, -0.07664063, -0.1460962, 9.82437
},{ 3, 375984192963361, -0.004116203, -0.0043645264, 0.0051913727
},{ 1, 375984195504033, 0.014370117, -0.10538086, 9.793235
},{ 3, 375984195504033, -0.0019856745, -1.034686E-4, 0.0014629471
},{ 1, 375984198044577, 0.059875492, -0.14130616, 9.759705
},{ 3, 375984198044577, -0.0025183067, -0.005429791, 0.0057240045
},{ 1, 375984200585249, 0.033530276, -0.119750984, 9.77168
},{ 3, 375984200585249, 6.7748677E-4, 0.0052228537, 0.0019955793
},{ 1, 375984203125921, 0.011975098, -0.11256592, 9.79084
},{ 3, 375984203125921, -3.8777772E-4, -0.001168733, -6.675818E-4
},{ 1, 375984205666593, 0.0023950196, -0.20597169, 9.745335
},{ 3, 375984205666593, 0.0033406478, -6.361008E-4, 0.0057240045
},{ 1, 375984208207137, -0.06227051, -0.019160157, 9.817185
},{ 3, 375984208207137, 0.009732234, -0.001168733, 0.006256637
},{ 2, 375984208207137, 22.95, 24.300001, -48.600002
},{ 1, 375984210747809, -0.0023950196, -0.2083667, 9.726174
},{ 3, 375984210747809, 0.001210119, 0.006288118, -1.3494957E-4
},{ 1, 375984213288481, -0.08861572, -0.21794678, 9.78605
},{ 3, 375984213288481, -0.0073119965, -0.0038318941, -0.001200214
},{ 1, 375984215829153, -0.0047900393, -0.10538086, 9.814791
},{ 3, 375984215829153, 0.0022753833, 0.0041575893, 0.007854533
},{ 1, 375984218369825, 0.028740235, -0.098195806, 9.79563
},{ 3, 375984218369825, -0.0046488354, -0.005429791, 0.0057240045
},{ 1, 375984220910369, 0.06227051, -0.13172609, 9.74294
},{ 3, 375984220910369, -0.0025183067, -0.0027666297, 0.00678927
},{ 1, 375984223451041, 0.031135255, -0.15328126, 9.759705
},{ 3, 375984223451041, 0.0091996025, -1.034686E-4, -0.0027981107
},{ 1, 375984225991713, 0.014370117, -0.21315674, 9.697434
},{ 3, 375984225991713, -0.0057141, 4.2916363E-4, 0.0014629471
},{ 1, 375984228532385, 0.019160157, -0.16765137, 9.877061
},{ 3, 375984228532385, -0.0073119965, -1.034686E-4, 0.010517695
},{ 2, 375984228532385, 23.25, 24.300001, -48.600002
},{ 1, 375984231072929, 0.06706055, -0.1101709, 9.814791
},{ 3, 375984231072929, -0.0046488354, -0.003299262, 0.0051913727
},{ 1, 375984233613601, 0.014370117, -0.16765137, 9.750125
},{ 3, 375984233613601, -0.0051814676, -0.0038318941, 0.008387166
},{ 1, 375984236164932, 0.06227051, -0.19878663, 9.75731
},{ 3, 375984236164932, -0.0025183067, 0.0041575893, 0.011050328
},{ 1, 375984238705604, 0.08861572, -0.15567628, 9.7740755
},{ 3, 375984238705604, 0.0049385447, -1.034686E-4, 0.010517695
},{ 1, 375984241246276, 0.06227051, -0.07424561, 9.798025
},{ 3, 375984241246276, -0.0035835712, 9.6179586E-4, 0.015844017
},{ 1, 375984243786948, 0.035925295, -0.14849122, 9.730965
},{ 3, 375984243786948, -0.0019856745, -6.361008E-4, 0.019572444
},{ 1, 375984246327620, -0.043110352, -0.13891114, 9.783655
},{ 3, 375984246327620, 0.0070690736, -0.0038318941, 0.010517695
},{ 1, 375984248868292, -0.033530276, -0.13172609, 9.759705
},{ 3, 375984248868292, 0.0022753833, -0.0043645264, 0.0041261083
},{ 2, 375984248868292, 23.25, 24.300001, -48.600002
},{ 1, 375984251408964, -0.086220704, -0.12693603, 9.814791
},{ 3, 375984251408964, 0.014525924, -0.001168733, 0.00678927
},{ 1, 375984253949636, 0.0047900393, -0.1341211, 9.881851
},{ 3, 375984253949636, 0.011330131, -0.0027666297, 0.01424612
},{ 1, 375984256490308, 0.026345216, -0.13891114, 9.855506
},{ 3, 375984256490308, 0.0033406478, 0.0025596926, 0.0019955793
},{ 1, 375984259030980, -0.045505375, -0.1820215, 9.75731
},{ 3, 375984259030980, 1.4485451E-4, 4.2916363E-4, 0.007854533
},{ 1, 375984261571652, 0.081430666, -0.22273682, 9.81
},{ 3, 375984261571652, 6.7748677E-4, 4.2916363E-4, 0.0014629471
},{ 1, 375984264112324, -0.0023950196, -0.10538086, 9.64714
},{ 3, 375984264112324, 0.0044059125, -0.0043645264, -6.675818E-4
},{ 1, 375984266652996, 0.009580079, -0.244292, 9.817185
},{ 3, 375984266652996, -0.0025183067, -0.0022339975, 0.003593476
},{ 1, 375984269193668, -0.0023950196, -0.08861572, 9.697434
},{ 3, 375984269193668, 0.006003809, 9.6179586E-4, 0.009985062
},{ 2, 375984269193668, 23.25, 24.300001, -48.600002
},{ 1, 375984271734340, 0.021555176, -0.059875492, 9.817185
},{ 3, 375984271734340, 0.0017427512, -0.0043645264, -0.0027981107
},{ 1, 375984274275012, -0.06945557, -0.1939966, 9.702225
},{ 3, 375984274275012, -0.0019856745, -0.0022339975, 0.003593476
},{ 1, 375984276815684, 0.045505375, -0.1101709, 9.745335
},{ 3, 375984276815684, -0.0014530421, 0.0025596926, -0.005461272
},{ 1, 375984279356356, -0.019160157, -0.05748047, 9.7740755
},{ 3, 375984279356356, -0.0067793643, 0.009483911, 0.0025282116
},{ 1, 375984281897028, 0.0071850587, -0.08861572, 9.833951
},{ 3, 375984281897028, 6.7748677E-4, -0.0017013652, 3.9768266E-4
},{ 1, 375984284437700, 0.031135255, -0.1939966, 9.730965
},{ 3, 375984284437700, 0.012395395, -0.005429791, 0.0019955793
},{ 1, 375984286978372, -0.038320314, -0.13891114, 9.778865
},{ 3, 375984286978372, 0.0022753833, 4.2916363E-4, -1.3494957E-4
},{ 1, 375984289519044, 0.07185059, -0.13891114, 9.798025
},{ 3, 375984289519044, 0.0070690736, 0.0020270604, -1.3494957E-4
},{ 2, 375984289519044, 23.25, 24.300001, -48.600002
},{ 1, 375984292059716, 0.011975098, -0.2083667, 9.80521
},{ 3, 375984292059716, 0.006003809, 4.2916363E-4, -0.0022654785
},{ 1, 375984294600388, 0.023950197, -0.1101709, 9.81
},{ 3, 375984294600388, -0.0025183067, 0.0025596926, -0.005993904
},{ 1, 375984297141060, 0.031135255, -0.100590825, 9.766891
},{ 3, 375984297141060, -0.0014530421, -0.007027687, -0.005461272
},{ 1, 375984299681860, 0.014370117, -0.06466553, 9.740545
},{ 3, 375984299681860, -0.008909894, -0.0075603197, 0.0046587405
},{ 1, 375984302222532, 0.0023950196, -0.13891114, 9.79563
},{ 3, 375984302222532, -0.003050939, -0.0043645264, -0.0043960074
},{ 1, 375984304763204, -0.0047900393, -0.17723145, 9.769285
},{ 3, 375984304763204, -0.004116203, 4.2916363E-4, -0.0022654785
},{ 1, 375984307303876, -0.023950197, -0.16525635, 9.7740755
},{ 3, 375984307303876, -3.8777772E-4, 0.006288118, 0.0019955793
},{ 1, 375984309844548, 0.07664063, -0.102985844, 9.726174
},{ 3, 375984309844548, -0.0025183067, -0.0017013652, 0.0041261083
},{ 2, 375984309844548, 23.25, 24.300001, -48.600002
},{ 1, 375984312385220, 0.08861572, -0.15088624, 9.74773
},{ 3, 375984312385220, -0.0073119965, -6.361008E-4, 0.007854533
},{ 1, 375984314925892, 0.07424561, -0.05748047, 9.766891
},{ 3, 375984314925892, -9.204099E-4, -0.0064950553, 0.0094524305
},{ 1, 375984317466564, -0.031135255, -0.050295413, 9.702225
},{ 3, 375984317466564, -0.006246732, 0.0014944281, 0.006256637
},{ 1, 375984320007236, -0.0047900393, -0.1341211, 9.829161
},{ 3, 375984320007236, 0.0044059125, -0.0017013652, 0.0073219016
},{ 1, 375984322547908, -0.0047900393, -0.08861572, 9.711804
},{ 3, 375984322547908, -0.011573055, 0.0046902215, 0.011582959
},{ 1, 375984325088580, 0.05508545, -0.18441652, 9.740545
},{ 3, 375984325088580, 0.0028080156, -0.0038318941, 0.008919799
},{ 1, 375984327629252, 0.047900394, -0.13172609, 9.77647
},{ 3, 375984327629252, -9.204099E-4, 0.0014944281, 9.303149E-4
},{ 1, 375984330169924, -0.009580079, -0.11256592, 9.733359
},{ 3, 375984330169924, 0.00866697, 0.0030923248, 0.00678927
},{ 2, 375984330169924, 22.95, 24.300001, -49.050003
},{ 1, 375984332706966, -0.050295413, -0.20597169, 9.754915
},{ 3, 375984332706966, 0.0033406478, -1.034686E-4, 0.012648224
},{ 1, 375984335247638, -0.0071850587, -0.12693603, 9.704619
},{ 3, 375984335247638, 0.001210119, -0.0048971586, 0.0046587405
},{ 1, 375984337788182, -0.016765138, -0.08861572, 9.721385
},{ 3, 375984337788182, 0.0049385447, 0.0041575893, 9.303149E-4
},{ 1, 375984340328854, -0.011975098, -0.16046631, 9.716595
},{ 3, 375984340328854, 0.001210119, 0.0041575893, 0.0094524305
},{ 1, 375984342869526, 0.0023950196, -0.13172609, 9.860296
},{ 3, 375984342869526, -0.0051814676, -0.0017013652, 0.0014629471
},{ 1, 375984345410198, -0.011975098, -0.15088624, 9.77647
},{ 3, 375984345410198, 1.4485451E-4, 0.0046902215, -6.675818E-4
},{ 1, 375984347950870, 0.06227051, -0.1820215, 9.754915
},{ 3, 375984347950870, -0.006246732, -0.005429791, 0.0046587405
},{ 1, 375984350491542, 0.0, -0.1341211, 9.783655
},{ 3, 375984350491542, 0.0017427512, -0.005429791, 9.303149E-4
},{ 2, 375984350491542, 22.95, 24.300001, -48.9
},{ 1, 375984353032214, 0.09101075, -0.100590825, 9.733359
},{ 3, 375984353032214, -0.0035835712, 0.0073533827, -0.0070591685
},{ 1, 375984355572886, 0.038320314, -0.21076173, 9.798025
},{ 3, 375984355572886, -0.003050939, -0.001168733, 0.0019955793
},{ 1, 375984358113558, 0.035925295, -0.13891114, 9.7812605
},{ 3, 375984358113558, -9.204099E-4, 0.0014944281, 0.0019955793
},{ 1, 375984360654102, -0.0071850587, -0.050295413, 9.778865
},{ 3, 375984360654102, -0.0019856745, -0.0064950553, 0.0019955793
},{ 1, 375984363194774, 0.0047900393, -0.098195806, 9.800421
},{ 3, 375984363194774, -0.004116203, -0.0027666297, -0.0017328463
},{ 1, 375984365735446, 0.040715333, -0.122146, 9.70941
},{ 3, 375984365735446, -0.0046488354, 0.0068207504, -0.0043960074
},{ 1, 375984368276118, 0.011975098, -0.07185059, 9.82437
},{ 3, 375984368276118, -0.0019856745, 0.0020270604, -0.0043960074
},{ 1, 375984370816790, 0.011975098, -0.05508545, 9.80521
},{ 3, 375984370816790, -0.007844629, 0.0014944281, -0.0038633752
},{ 2, 375984370816790, 22.95, 24.300001, -49.65
},{ 1, 375984373357462, -0.038320314, -0.13172609, 9.836346
},{ 3, 375984373357462, -9.204099E-4, -0.0043645264, 0.0041261083
},{ 1, 375984375898134, 0.035925295, -0.16046631, 9.733359
},{ 3, 375984375898134, -0.0057141, -0.0027666297, -0.005993904
},{ 1, 375984378438806, -0.011975098, -0.14849122, 9.800421
},{ 3, 375984378438806, 1.4485451E-4, 0.0014944281, 0.0014629471
},{ 1, 375984380979478, 0.0, -0.12933107, 9.793235
},{ 3, 375984380979478, 0.0044059125, -0.0043645264, -1.3494957E-4
},{ 1, 375984383520150, -0.047900394, -0.10538086, 9.759705
},{ 3, 375984383520150, 0.0022753833, 0.0046902215, -1.3494957E-4
},{ 1, 375984386060694, 0.026345216, -0.07185059, 9.75731
},{ 3, 375984386060694, 0.0017427512, 0.0014944281, -1.3494957E-4
},{ 1, 375984388601366, -0.035925295, -0.12933107, 9.726174
},{ 3, 375984388601366, 0.0033406478, -0.008092953, 0.0030608438
},{ 1, 375984391142038, -0.047900394, -0.119750984, 9.745335
},{ 3, 375984391142038, -0.011040423, 0.007886015, -0.003330743
},{ 2, 375984391142038, 22.95, 24.300001, -49.65
},{ 1, 375984393682710, -0.059875492, -0.098195806, 9.745335
},{ 3, 375984393682710, 0.0028080156, 0.0020270604, -6.675818E-4
},{ 1, 375984396223382, -0.0023950196, -0.17244141, 9.74773
},{ 3, 375984396223382, -3.8777772E-4, 4.2916363E-4, -0.0043960074
},{ 1, 375984398764054, 0.081430666, -0.11496094, 9.740545
},{ 3, 375984398764054, -0.004116203, 4.2916363E-4, -0.0017328463
},{ 1, 375984401304726, 0.014370117, -0.18441652, 9.80521
},{ 3, 375984401304726, -0.0073119965, -0.0022339975, 0.008387166
},{ 1, 375984403845398, 0.038320314, -0.19639161, 9.759705
},{ 3, 375984403845398, 0.005471177, -0.005962423, 0.0019955793
},{ 1, 375984406386070, 0.035925295, -0.13891114, 9.718989
},{ 3, 375984406386070, 0.0022753833, -0.007027687, 0.0014629471
},{ 1, 375984408926742, -0.059875492, -0.12454102, 9.75252
},{ 3, 375984408926742, -0.003050939, 9.6179586E-4, -0.0027981107
},{ 1, 375984411467286, 0.07424561, -0.05748047, 9.884246
},{ 3, 375984411467286, -0.0014530421, -1.034686E-4, -6.675818E-4
},{ 2, 375984411467286, 22.95, 24.300001, -49.65
},{ 1, 375984414007958, -0.023950197, -0.040715333, 9.7812605
},{ 3, 375984414007958, 0.001210119, 4.2916363E-4, 0.0041261083
},{ 1, 375984416548630, -0.031135255, -0.117355965, 9.7740755
},{ 3, 375984416548630, 0.001210119, 0.003624957, -0.0022654785
},{ 1, 375984419089302, -0.0071850587, -0.20357667, 9.70941
},{ 3, 375984419089302, -0.008377261, 0.0041575893, 0.011582959
},{ 1, 375984421629974, 0.009580079, -0.1341211, 9.783655
},{ 3, 375984421629974, -0.015301481, -0.0022339975, 0.0073219016
},{ 1, 375984424170646, 0.0023950196, -0.13172609, 9.72378
},{ 3, 375984424170646, -0.0051814676, -0.0043645264, 0.0014629471
},{ 1, 375984426711318, 0.07424561, -0.119750984, 9.75731
},{ 3, 375984426711318, -0.013170952, -0.001168733, 3.9768266E-4
},{ 1, 375984429250395, -0.0047900393, -0.014370117, 9.817185
},{ 3, 375984429250395, -0.0019856745, 0.0041575893, -6.675818E-4
},{ 1, 375984431791067, 0.06227051, -0.17962648, 9.7812605
},{ 3, 375984431791067, -0.006246732, -0.0027666297, -0.0017328463
},{ 2, 375984431791067, 22.95, 24.300001, -49.65
},{ 1, 375984434331739, -0.011975098, -0.102985844, 9.788445
},{ 3, 375984434331739, -0.0046488354, -0.005429791, 0.0051913727
},{ 1, 375984436872283, 0.014370117, -0.18441652, 9.740545
},{ 3, 375984436872283, 0.0070690736, -0.009158216, 0.006256637
},{ 1, 375984439412955, 0.06227051, -0.122146, 9.807606
},{ 3, 375984439412955, -3.8777772E-4, 0.0052228537, 0.0041261083
},{ 1, 375984441953627, -0.06706055, -0.1341211, 9.759705
},{ 3, 375984441953627, 6.7748677E-4, -0.005429791, 0.0030608438
},{ 1, 375984444494299, 0.033530276, -0.07903565, 9.79563
},{ 3, 375984444494299, -0.0035835712, -0.008092953, 0.0014629471
},{ 1, 375984447034971, -0.023950197, -0.10777588, 9.7621
},{ 3, 375984447034971, -0.0046488354, 0.0025596926, 0.0030608438
},{ 1, 375984449575515, -0.033530276, -0.2083667, 9.735755
},{ 3, 375984449575515, 0.0065364414, -0.0022339975, 0.0041261083
},{ 1, 375984452116187, 0.045505375, -0.1460962, 9.699829
},{ 3, 375984452116187, 0.001210119, -1.034686E-4, 0.007854533
},{ 2, 375984452116187, 22.95, 24.300001, -49.65
},{ 1, 375984454656859, 0.009580079, -0.117355965, 9.733359
},{ 3, 375984454656859, 0.001210119, 0.0030923248, 0.011582959
},{ 1, 375984457197531, 0.014370117, -0.11256592, 9.788445
},{ 3, 375984457197531, -0.003050939, 0.0052228537, 0.003593476
},{ 1, 375984459738203, -0.014370117, -0.098195806, 9.75731
},{ 3, 375984459738203, 1.4485451E-4, 0.0046902215, 3.9768266E-4
},{ 1, 375984462278875, -0.033530276, -0.14370118, 9.702225
},{ 3, 375984462278875, -0.0019856745, 0.0046902215, 0.0057240045
},{ 1, 375984464819419, -0.011975098, -0.13172609, 9.72857
},{ 3, 375984464819419, -0.0073119965, 0.0046902215, 0.006256637
},{ 1, 375984467360091, 0.07185059, -0.14370118, 9.75731
},{ 3, 375984467360091, 6.7748677E-4, 0.0020270604, -1.3494957E-4
},{ 1, 375984469900763, 0.028740235, -0.23231691, 9.651929
},{ 3, 375984469900763, 0.008134337, -1.034686E-4, 0.010517695
},{ 1, 375984472441435, 0.011975098, -0.1580713, 9.72857
},{ 3, 375984472441435, 0.0022753833, 0.0014944281, -0.0038633752
},{ 2, 375984472441435, 22.95, 24.300001, -49.65
},{ 1, 375984474982107, -0.023950197, -0.1460962, 9.72857
},{ 3, 375984474982107, -0.006246732, 0.0046902215, 0.0019955793
},{ 1, 375984477522651, -0.059875492, -0.081430666, 9.79563
