{ 1, 375978865285289, 0.045505375, -0.15567628, 9.872271
},{ 3, 375980864750676, -0.007844629, -0.0022339975, 0.0019955793
},{ 1, 375980867291348, 0.06227051, -0.15328126, 9.78605
},{ 3, 375980867291348, 0.00387328, 0.006288118, -0.00972233
},{ 1, 375980869832020, 0.06227051, -0.17483643, 9.81
},{ 3, 375980869832020, -0.003050939, -0.001168733, -0.001200214
},{ 1, 375980872372564, 0.05748047, -0.09101075, 9.707015
},{ 3, 375980872372564, -0.0014530421, 0.0014944281, -0.005993904
},{ 1, 375980874913236, -0.0023950196, -0.12693603, 9.833951
},{ 3, 375980874913236, -0.008909894, 0.005755486, 9.303149E-4
},{ 2, 375980874913236, 23.25, 24.0, -49.500004
},{ 1, 375980877453908, 0.011975098, -0.102985844, 9.7812605
},{ 3, 375980877453908, -0.0014530421, 0.008418647, -0.005993904
},{ 1, 375980879994580, -0.031135255, -0.21076173, 9.81
},{ 3, 375980879994580, -0.0025183067, 0.0041575893, -0.008124433
},{ 1, 375980882535252, 0.07903565, -0.1341211, 9.800421
},{ 3, 375980882535252, 0.0017427512, -0.005962423, 0.0019955793
},{ 1, 375980885075796, 0.043110352, -0.016765138, 9.70941
},{ 3, 375980885075796, -0.003050939, -6.361008E-4, 0.0030608438
},{ 1, 375980887616468, 0.026345216, -0.047900394, 9.778865
},{ 3, 375980887616468, 0.006003809, -0.011821378, 0.0041261083
},{ 1, 375980890157140, -0.011975098, -0.10777588, 9.85311
},{ 3, 375980890157140, -0.0014530421, 9.6179586E-4, -0.0017328463
},{ 1, 375980892697812, 0.0047900393, -0.102985844, 9.798025
},{ 3, 375980892697812, -9.204099E-4, 9.6179586E-4, 0.0019955793
},{ 1, 375980895238484, -0.026345216, -0.09340577, 9.826766
},{ 3, 375980895238484, 0.0022753833, 0.0020270604, 0.0030608438
},{ 2, 375980895238484, 23.25, 24.0, -49.500004
},{ 1, 375980897779028, 0.021555176, -0.098195806, 9.793235
},{ 3, 375980897779028, 0.014525924, -0.0022339975, 0.0025282116
},{ 1, 375980900319700, 0.05508545, -0.08861572, 9.81958
},{ 3, 375980900319700, -0.0035835712, -0.0043645264, 0.006256637
},{ 1, 375980902860372, 0.0, -0.07185059, 9.783655
},{ 3, 375980902860372, -0.003050939, 0.0020270604, 0.0019955793
},{ 1, 375980905401044, -0.0047900393, -0.16765137, 9.7812605
},{ 3, 375980905401044, -3.8777772E-4, 4.2916363E-4, 0.013180857
},{ 1, 375980907941716, -0.021555176, -0.16525635, 9.687855
},{ 3, 375980907941716, 0.005471177, 9.6179586E-4, 3.9768266E-4
},{ 1, 375980910482388, 0.045505375, -0.07185059, 9.836346
},{ 3, 375980910482388, -0.007844629, 0.0030923248, 0.0046587405
},{ 1, 375980913022932, 0.0071850587, -0.16765137, 9.74773
},{ 3, 375980913022932, 0.0070690736, -0.003299262, 0.00678927
},{ 1, 375980915563604, 0.06466553, -0.13891114, 9.716595
},{ 3, 375980915563604, 0.0065364414, -1.034686E-4, 0.0041261083
},{ 2, 375980915563604, 23.25, 23.85, -49.500004
},{ 1, 375980918104276, -0.0047900393, -0.09340577, 9.764495
},{ 3, 375980918104276, 0.0065364414, 4.2916363E-4, 0.0041261083
},{ 1, 375980920644948, 0.0, -0.13651612, 9.7812605
},{ 3, 375980920644948, -0.0057141, 0.011081807, 0.0046587405
},{ 1, 375980923185620, 0.0071850587, -0.14370118, 9.778865
},{ 3, 375980923185620, -0.008377261, -0.001168733, 0.003593476
},{ 1, 375980925726164, 0.047900394, -0.07664063, 9.802815
},{ 3, 375980925726164, -0.006246732, 4.2916363E-4, -0.005993904
},{ 1, 375980928266836, 0.0023950196, -0.1460962, 9.798025
},{ 3, 375980928266836, 0.001210119, 0.0041575893, 0.0019955793
},{ 1, 375980930807508, -0.0023950196, -0.1460962, 9.855506
},{ 3, 375980930807508, 0.0049385447, -6.361008E-4, 0.008919799
},{ 1, 375980933348180, -0.011975098, -0.14849122, 9.6686945
},{ 3, 375980933348180, -0.0014530421, -0.005429791, 0.003593476
},{ 1, 375980935888852, -0.033530276, -0.122146, 9.79084
},{ 3, 375980935888852, 0.001210119, -0.011821378, 9.303149E-4
},{ 2, 375980935888852, 23.25, 24.0, -49.500004
},{ 1, 375980938429396, 0.031135255, -0.16765137, 9.82437
},{ 3, 375980938429396, 0.007601706, -0.011288745, 0.0073219016
},{ 1, 375980940970068, 0.021555176, -0.25866213, 9.745335
},{ 3, 375980940970068, 0.0022753833, -0.007027687, -0.0017328463
},{ 1, 375980943510740, -0.0047900393, -0.15567628, 9.759705
},{ 3, 375980943510740, -9.204099E-4, -0.0022339975, 0.0019955793
},{ 1, 375980946051412, -0.07903565, -0.06466553, 9.7621
},{ 3, 375980946051412, -9.204099E-4, -0.0022339975, 0.0030608438
},{ 1, 375980948592084, 0.0023950196, -0.08861572, 9.83874
},{ 3, 375980948592084, -0.007844629, 0.006288118, -0.0065265363
},{ 1, 375980951132628, -0.07903565, -0.100590825, 9.814791
},{ 3, 375980951132628, 0.007601706, 0.0030923248, -0.009189697
},{ 1, 375980953673300, -0.021555176, -0.14130616, 9.754915
},{ 3, 375980953673300, -0.003050939, -0.0022339975, 9.303149E-4
},{ 1, 375980956211697, 0.038320314, -0.17962648, 9.75731
},{ 3, 375980956211697, 0.010797499, -0.0022339975, -0.0070591685
},{ 2, 375980956211697, 22.95, 24.0, -49.500004
},{ 1, 375980958752241, -0.035925295, -0.15567628, 9.82437
},{ 3, 375980958752241, -0.011040423, -0.0017013652, -0.001200214
},{ 1, 375980961292913, -0.045505375, -0.07424561, 9.814791
},{ 3, 375980961292913, -3.8777772E-4, 0.0025596926, -0.0065265363
},{ 1, 375980963833585, 0.038320314, -0.18681154, 9.80521
},{ 3, 375980963833585, -0.0035835712, 0.0041575893, 0.0014629471
},{ 1, 375980966374257, -0.028740235, -0.15567628, 9.7812605
},{ 3, 375980966374257, 0.008134337, -0.003299262, -0.00972233
},{ 1, 375980968914929, -0.0071850587, -0.12693603, 9.821976
},{ 3, 375980968914929, -0.0067793643, 0.0052228537, -0.005461272
},{ 1, 375980971455601, -0.009580079, -0.040715333, 9.788445
},{ 3, 375980971455601, 6.7748677E-4, -1.034686E-4, 0.0025282116
},{ 1, 375980973996273, 0.047900394, -0.12933107, 9.800421
},{ 3, 375980973996273, 0.007601706, 0.0020270604, 0.008919799
},{ 1, 375980976536817, 0.023950197, -0.10777588, 9.7812605
},{ 3, 375980976536817, -0.003050939, -1.034686E-4, 0.0025282116
},{ 2, 375980976536817, 22.95, 24.300001, -49.500004
},{ 1, 375980979077489, 0.06466553, -0.12454102, 9.711804
},{ 3, 375980979077489, 0.0017427512, 0.0014944281, -6.675818E-4
},{ 1, 375980981618161, -0.059875492, -0.1341211, 9.764495
},{ 3, 375980981618161, -0.0057141, 0.0014944281, 9.303149E-4
},{ 1, 375980984158833, 0.009580079, -0.07903565, 9.79084
},{ 3, 375980984158833, 0.0017427512, -0.010756114, 0.0014629471
},{ 1, 375980986699505, 0.035925295, -0.15088624, 9.778865
},{ 3, 375980986699505, 0.005471177, 0.0030923248, 0.003593476
},{ 1, 375980989240177, 0.011975098, -0.1820215, 9.764495
},{ 3, 375980989240177, 0.0017427512, -0.0038318941, 3.9768266E-4
},{ 1, 375980991780721, 0.011975098, -0.17004639, 9.726174
},{ 3, 375980991780721, 6.7748677E-4, -0.001168733, 0.003593476
},{ 1, 375980994321393, 0.021555176, -0.26105714, 9.836346
},{ 3, 375980994321393, 0.005471177, -0.0027666297, 0.0014629471
},{ 1, 375980996862065, 0.0071850587, -0.15328126, 9.793235
},{ 3, 375980996862065, 0.0091996025, -0.0038318941, -6.675818E-4
},{ 2, 375980996862065, 23.25, 24.150002, -49.500004
},{ 1, 375980999402737, 0.047900394, -0.117355965, 9.845925
},{ 3, 375980999402737, 0.0044059125, 4.2916363E-4, 9.303149E-4
},{ 1, 375981001943409, -0.009580079, -0.13891114, 9.707015
},{ 3, 375981001943409, -9.204099E-4, -1.034686E-4, 0.0019955793
},{ 1, 375981004484081, -0.035925295, -0.07903565, 9.735755
},{ 3, 375981004484081, 1.4485451E-4, -0.0027666297, -0.001200214
},{ 1, 375981007024625, 0.038320314, -0.047900394, 9.75731
},{ 3, 375981007024625, 0.009732234, -0.003299262, 0.007854533
},{ 1, 375981009565297, -0.028740235, -0.18441652, 9.699829
},{ 3, 375981009565297, 1.4485451E-4, 0.0030923248, 0.011050328
},{ 1, 375981012105969, 0.045505375, -0.122146, 9.716595
},{ 3, 375981012105969, 0.0022753833, -1.034686E-4, 3.9768266E-4
},{ 1, 375981014646641, -0.0047900393, -0.1460962, 9.718989
},{ 3, 375981014646641, -0.0014530421, -0.0017013652, 0.003593476
},{ 1, 375981017187313, -0.06466553, -0.047900394, 9.718989
},{ 3, 375981017187313, 0.0028080156, -0.0022339975, 9.303149E-4
},{ 2, 375981017187313, 23.25, 24.150002, -49.500004
},{ 1, 375981019727985, 0.038320314, -0.12693603, 9.77647
},{ 3, 375981019727985, 1.4485451E-4, 0.0046902215, 9.303149E-4
},{ 1, 375981022268657, -0.028740235, -0.16525635, 9.802815
},{ 3, 375981022268657, -0.0073119965, 0.0014944281, 3.9768266E-4
},{ 1, 375981024809201, -0.023950197, -0.15567628, 9.788445
},{ 3, 375981024809201, -0.0046488354, 4.2916363E-4, -0.0027981107
},{ 1, 375981027349873, -0.011975098, -0.17483643, 9.759705
},{ 3, 375981027349873, 0.010797499, 4.2916363E-4, -0.0049286396
},{ 1, 375981029890545, -0.043110352, -0.14849122, 9.759705
},{ 3, 375981029890545, -3.8777772E-4, 0.0020270604, 0.009985062
},{ 1, 375981032431217, 0.050295413, -0.12454102, 9.800421
},{ 3, 375981032431217, 1.4485451E-4, -6.361008E-4, -0.0027981107
},{ 1, 375981034971889, -0.043110352, -0.119750984, 9.79563
},{ 3, 375981034971889, -0.0014530421, 0.003624957, -0.0038633752
},{ 1, 375981037512561, -0.038320314, -0.17244141, 9.74294
},{ 3, 375981037512561, 0.006003809, -1.034686E-4, -0.008657065
},{ 2, 375981037512561, 23.25, 24.150002, -49.500004
},{ 1, 375981040053105, 0.031135255, -0.14130616, 9.718989
},{ 3, 375981040053105, -0.0019856745, 0.0014944281, -0.0043960074
},{ 1, 375981042593777, 0.11496094, -0.14370118, 9.733359
},{ 3, 375981042593777, -0.009975158, 0.0020270604, -0.003330743
},{ 1, 375981045134449, -0.021555176, -0.07185059, 9.75731
},{ 3, 375981045134449, -0.0014530421, 0.0020270604, -0.0070591685
},{ 1, 375981047675121, -0.038320314, -0.19160157, 9.627979
},{ 3, 375981047675121, -0.003050939, -0.008625585, -0.005993904
},{ 1, 375981050215793, 0.050295413, -0.1101709, 9.699829
},{ 3, 375981050215793, -0.0067793643, 0.003624957, -0.0017328463
},{ 1, 375981052747065, 0.0047900393, -0.15088624, 9.685459
},{ 3, 375981052747065, 0.00387328, -0.009690849, -0.003330743
},{ 1, 375981055287737, 0.0023950196, -0.09580079, 9.74773
},{ 3, 375981055287737, 0.0049385447, -0.0043645264, -0.005993904
},{ 1, 375981057828409, -0.12693603, -0.06945557, 9.704619
},{ 3, 375981057828409, -3.8777772E-4, -0.0017013652, -0.0017328463
},{ 2, 375981057828409, 23.25, 24.150002, -49.500004
},{ 1, 375981060368953, -0.05269043, -0.0071850587, 9.814791
},{ 3, 375981060368953, -0.0019856745, 0.008951278, 0.0019955793
},{ 1, 375981062909625, 0.0071850587, -0.13651612, 9.831555
},{ 3, 375981062909625, -0.009975158, 0.0068207504, -0.0049286396
},{ 1, 375981065450297, -0.011975098, -0.06945557, 9.778865
},{ 3, 375981065450297, -0.0035835712, 0.0014944281, -0.009189697
},{ 1, 375981067990841, 0.0047900393, -0.122146, 9.769285
},{ 3, 375981067990841, -0.003050939, -0.0017013652, -0.0049286396
},{ 1, 375981070531513, -0.011975098, -0.14370118, 9.814791
},{ 3, 375981070531513, 0.0022753833, 4.2916363E-4, -0.0022654785
},{ 1, 375981073072185, 0.038320314, -0.033530276, 9.817185
},{ 3, 375981073072185, 6.7748677E-4, 0.003624957, -1.3494957E-4
},{ 1, 375981075612729, 0.050295413, -0.18681154, 9.783655
},{ 3, 375981075612729, -0.0014530421, -0.0027666297, -0.019842342
},{ 1, 375981078153401, 0.045505375, -0.043110352, 9.783655
},{ 3, 375981078153401, -0.01050779, 0.005755486, 0.0014629471
},{ 2, 375981078153401, 23.25, 24.150002, -49.500004
},{ 1, 375981080694073, 0.019160157, -0.15567628, 9.7812605
},{ 3, 375981080694073, 0.0028080156, 0.009483911, -0.0027981107
},{ 1, 375981083234617, 0.0047900393, -0.11496094, 9.778865
},{ 3, 375981083234617, 0.007601706, 0.0020270604, 0.006256637
},{ 1, 375981085775289, -0.038320314, -0.1341211, 9.69504
},{ 3, 375981085775289, 0.0017427512, 0.0041575893, -0.005461272
},{ 1, 375981088315961, -0.028740235, -0.13651612, 9.75731
},{ 3, 375981088315961, -0.0019856745, -0.007027687, -0.005461272
},{ 1, 375981090856505, -0.05269043, -0.13172609, 9.82437
},{ 3, 375981090856505, 0.0017427512, -0.007027687, -6.675818E-4
},{ 1, 375981093397177, -0.026345216, -0.122146, 9.721385
},{ 3, 375981093397177, 0.006003809, 0.0052228537, -0.0038633752
},{ 1, 375981095937849, 0.050295413, -0.11256592, 9.877061
},{ 3, 375981095937849, -0.004116203, -0.003299262, -0.0049286396
},{ 1, 375981098478393, 0.07903565, -0.040715333, 9.716595
},{ 3, 375981098478393, 0.010797499, 9.6179586E-4, -0.0038633752
},{ 2, 375981098478393, 23.25, 24.150002, -49.500004
},{ 1, 375981101019065, -0.016765138, -0.12933107, 9.798025
},{ 3, 375981101019065, -0.0073119965, 0.0014944281, 0.0051913727
},{ 1, 375981103559737, 0.021555176, -0.09340577, 9.82437
},{ 3, 375981103559737, 0.0022753833, -0.0022339975, -6.675818E-4
},{ 1, 375981106100281, -0.019160157, -0.16046631, 9.833951
},{ 3, 375981106100281, 0.005471177, -0.005962423, 0.0030608438
},{ 1, 375981108640953, -0.043110352, -0.098195806, 9.82437
},{ 3, 375981108640953, -0.0057141, 0.005755486, 9.303149E-4
},{ 1, 375981111181625, 0.019160157, -0.18920656, 9.721385
},{ 3, 375981111181625, 0.001210119, -0.005429791, 0.0046587405
},{ 1, 375981113722169, -0.086220704, -0.13172609, 9.740545
},{ 3, 375981113722169, 0.001210119, -0.001168733, 0.0019955793
},{ 1, 375981116262841, -0.043110352, -0.12454102, 9.75731
},{ 3, 375981116262841, -9.204099E-4, -0.001168733, 0.0051913727
},{ 1, 375981118803513, -0.0023950196, -0.1101709, 9.750125
},{ 3, 375981118803513, 1.4485451E-4, -0.0022339975, 0.0019955793
},{ 2, 375981118803513, 23.25, 24.150002, -49.500004
},{ 1, 375981121344057, 0.07903565, -0.13891114, 9.778865
},{ 3, 375981121344057, -0.0067793643, 0.0068207504, 0.0025282116
},{ 1, 375981123884729, -0.016765138, -0.13172609, 9.800421
},{ 3, 375981123884729, 1.4485451E-4, -0.001168733, 0.0073219016
},{ 1, 375981126425401, 0.09101075, -0.098195806, 9.75252
},{ 3, 375981126425401, -0.0067793643, -0.001168733, -0.003330743
},{ 1, 375981128965945, 0.038320314, -0.12454102, 9.81
},{ 3, 375981128965945, -9.204099E-4, 4.2916363E-4, 0.007854533
},{ 1, 375981131506617, -0.043110352, -0.098195806, 9.716595
},{ 3, 375981131506617, -3.8777772E-4, -0.0064950553, 0.00678927
},{ 1, 375981134047289, 0.038320314, -0.040715333, 9.848321
},{ 3, 375981134047289, 0.0022753833, 0.008418647, 0.006256637
},{ 1, 375981136587833, 0.0047900393, -0.1580713, 9.707015
},{ 3, 375981136587833, 1.4485451E-4, 0.003624957, 0.003593476
},{ 1, 375981139128505, -0.035925295, -0.244292, 9.79563
},{ 3, 375981139128505, 0.008134337, 0.0025596926, 0.0046587405
},{ 2, 375981139128505, 23.400002, 24.150002, -49.500004
},{ 1, 375981141669177, 0.100590825, -0.21794678, 9.769285
},{ 3, 375981141669177, 6.7748677E-4, -0.0048971586, 0.015844017
},{ 1, 375981144209721, -0.098195806, -0.2083667, 9.685459
},{ 3, 375981144209721, -9.204099E-4, -1.034686E-4, 0.010517695
},{ 1, 375981146750393, -0.009580079, 0.0, 9.79563
},{ 3, 375981146750393, 0.0044059125, 0.0041575893, 0.006256637
},{ 1, 375981149291959, 0.023950197, -0.117355965, 9.75252
},{ 3, 375981149291959, 0.001210119, 0.007886015, 0.012115591
},{ 1, 375981151832631, 0.050295413, -0.14849122, 9.73815
},{ 3, 375981151832631, 0.008134337, -1.034686E-4, 0.010517695
},{ 1, 375981154373303, 0.05508545, -0.14130616, 9.807606
},{ 3, 375981154373303, 0.0044059125, 0.008418647, 0.00678927
},{ 1, 375981156913975, -0.05269043, -0.12693603, 9.74773
},{ 3, 375981156913975, -0.003050939, 0.0025596926, 0.006256637
},{ 1, 375981159454519, 0.026345216, -0.08861572, 9.75252
},{ 3, 375981159454519, 0.0028080156, -6.361008E-4, 0.0030608438
},{ 2, 375981159454519, 23.25, 24.150002, -49.500004
},{ 1, 375981161995191, -0.0023950196, -0.11496094, 9.793235
},{ 3, 375981161995191, -0.012105687, 4.2916363E-4, 0.0041261083
},{ 1, 375981164535863, 0.014370117, -0.10538086, 9.721385
},{ 3, 375981164535863, 1.4485451E-4, -0.001168733, 0.008387166
},{ 1, 375981167076535, 0.038320314, -0.1101709, 9.70941
},{ 3, 375981167076535, 0.0049385447, -0.0017013652, 0.008387166
},{ 1, 375981169617079, 0.014370117, -0.20357667, 9.79563
},{ 3, 375981169617079, -0.003050939, 0.0030923248, 0.0014629471
},{ 1, 375981172157751, 0.031135255, -0.19878663, 9.814791
},{ 3, 375981172157751, -0.0025183067, 0.008418647, 3.9768266E-4
},{ 1, 375981174698423, 0.050295413, -0.16525635, 9.855506
},{ 3, 375981174698423, -0.0014530421, 9.6179586E-4, -0.0022654785
},{ 1, 375981177239095, 0.043110352, -0.18920656, 9.7740755
},{ 3, 375981177239095, -0.0025183067, 9.6179586E-4, -0.0017328463
},{ 1, 375981179779639, 0.021555176, -0.07903565, 9.718989
},{ 3, 375981179779639, 0.011862763, 0.003624957, -0.005993904
},{ 2, 375981179779639, 23.400002, 24.150002, -49.500004
},{ 1, 375981182320311, -0.0023950196, -0.15567628, 9.802815
},{ 3, 375981182320311, 0.007601706, -0.005962423, -0.0043960074
},{ 1, 375981184860983, -0.043110352, -0.07664063, 9.78605
},{ 3, 375981184860983, -0.0035835712, 0.0014944281, -0.010787594
},{ 1, 375981187401655, -0.05269043, -0.100590825, 9.841136
},{ 3, 375981187401655, -9.204099E-4, -0.005962423, -0.013450756
},{ 1, 375981189942199, -0.0023950196, -0.15088624, 9.848321
},{ 3, 375981189942199, -0.004116203, 0.003624957, -0.003330743
},{ 1, 375981192482871, -0.026345216, -0.09580079, 9.812395
},{ 3, 375981192482871, 6.7748677E-4, -6.361008E-4, -0.012918123
},{ 1, 375981195023543, -0.019160157, -0.12454102, 9.735755
},{ 3, 375981195023543, -0.0046488354, 0.003624957, -0.016113916
},{ 1, 375981197564215, -0.06945557, -0.1580713, 9.74294
},{ 3, 375981197564215, -0.004116203, -0.0017013652, -0.011320227
},{ 1, 375981200104759, -0.059875492, -0.13891114, 9.740545
},{ 3, 375981200104759, -0.0025183067, -0.0043645264, -0.00972233
},{ 2, 375981200104759, 23.550001, 24.150002, -49.500004
},{ 1, 375981202645431, 0.07185059, -0.14130616, 9.802815
},{ 3, 375981202645431, 6.7748677E-4, 0.0030923248, -0.008124433
},{ 1, 375981205186103, 0.05748047, -0.13172609, 9.798025
},{ 3, 375981205186103, -0.004116203, 4.2916363E-4, -0.0027981107
},{ 1, 375981207726647, 0.0, -0.100590825, 9.783655
},{ 3, 375981207726647, -0.0051814676, 4.2916363E-4, -0.008657065
},{ 1, 375981210267319, 0.040715333, -0.1101709, 9.783655
},{ 3, 375981210267319, -0.0057141, 0.0030923248, -0.01664655
},{ 1, 375981212807991, -0.023950197, -0.16286133, 9.793235
},{ 3, 375981212807991, 0.0044059125, 9.6179586E-4, -0.01238549
},{ 1, 375981215348663, -0.0023950196, -0.10538086, 9.79084
},{ 3, 375981215348663, -0.01050779, -1.034686E-4, -0.008124433
},{ 1, 375981217889207, 0.09580079, -0.1820215, 9.77647
},{ 3, 375981217889207, 6.7748677E-4, -0.0048971586, -0.010254961
},{ 1, 375981220429879, 0.047900394, -0.07903565, 9.745335
},{ 3, 375981220429879, -0.0014530421, -0.0043645264, -0.00972233
},{ 2, 375981220429879, 23.550001, 24.150002, -49.500004
},{ 1, 375981222970551, -0.0047900393, -0.09340577, 9.72378
},{ 3, 375981222970551, -0.003050939, 0.0025596926, -0.00972233
},{ 1, 375981225511223, -0.009580079, -0.07903565, 9.766891
},{ 3, 375981225511223, 0.0028080156, -6.361008E-4, -0.011852859
},{ 1, 375981228051767, 0.014370117, -0.13172609, 9.77647
},{ 3, 375981228051767, 0.0028080156, -0.0017013652, -0.0070591685
},{ 1, 375981230592439, 0.028740235, -0.15088624, 9.769285
},{ 3, 375981230592439, 0.00387328, 0.003624957, -0.0065265363
},{ 1, 375981233133111, 0.038320314, -0.14370118, 9.769285
},{ 3, 375981233133111, 1.4485451E-4, 0.0020270604, -0.010787594
},{ 1, 375981235673783, 0.0, -0.17962648, 9.812395
},{ 3, 375981235673783, 0.005471177, -6.361008E-4, -0.008657065
},{ 1, 375981238214327, -0.031135255, -0.102985844, 9.759705
},{ 3, 375981238214327, -0.013170952, -0.001168733, -0.003330743
},{ 1, 375981240754999, -0.019160157, -0.081430666, 9.778865
},{ 3, 375981240754999, 0.005471177, -0.0038318941, -1.3494957E-4
},{ 2, 375981240754999, 23.550001, 24.150002, -49.500004
},{ 1, 375981243295671, -0.009580079, -0.043110352, 9.7740755
},{ 3, 375981243295671, 6.7748677E-4, -0.001168733, 3.9768266E-4
},{ 1, 375981245837390, 0.038320314, -0.09340577, 9.764495
},{ 3, 375981245837390, -0.0046488354, -0.0022339975, 0.0030608438
},{ 1, 375981248378062, 0.05508545, -0.12693603, 9.82437
},{ 3, 375981248378062, 0.0033406478, 0.0025596926, -6.675818E-4
},{ 1, 375981250918734, 0.028740235, -0.0023950196, 9.764495
},{ 3, 375981250918734, -0.006246732, 0.0014944281, 0.0025282116
},{ 1, 375981253459406, 0.014370117, -0.244292, 9.800421
},{ 3, 375981253459406, -0.0025183067, -0.007027687, -6.675818E-4
},{ 1, 375981255999950, -0.0023950196, -0.19878663, 9.788445
},{ 3, 375981255999950, 0.0065364414, -0.0022339975, 0.010517695
},{ 1, 375981258540622, 0.011975098, -0.16765137, 9.75252
},{ 3, 375981258540622, 0.0022753833, -0.0038318941, 0.0094524305
},{ 1, 375981261081294, -0.0071850587, -0.038320314, 9.821976
},{ 3, 375981261081294, -0.006246732, 0.0030923248, 0.00678927
},{ 2, 375981261081294, 23.400002, 24.300001, -49.500004
},{ 1, 375981263621966, 0.0047900393, -0.14130616, 9.77168
},{ 3, 375981263621966, -0.0014530421, 0.0030923248, -6.675818E-4
},{ 1, 375981266162638, -0.040715333, -0.13172609, 9.759705
},{ 3, 375981266162638, 0.001210119, -0.0027666297, 0.00678927
},{ 1, 375981268703310, 0.035925295, -0.18920656, 9.778865
},{ 3, 375981268703310, -0.0046488354, 0.0025596926, 0.008387166
},{ 1, 375981271243854, -0.040715333, -0.028740235, 9.812395
},{ 3, 375981271243854, 0.0044059125, -0.003299262, 0.012115591
},{ 1, 375981273784526, 0.009580079, -0.019160157, 9.817185
},{ 3, 375981273784526, -0.0035835712, -0.0038318941, 0.0057240045
},{ 1, 375981276325198, 0.031135255, -0.17483643, 9.77168
},{ 3, 375981276325198, -0.0142362155, -0.0064950553, 0.0046587405
},{ 1, 375981278865870, 0.0071850587, -0.040715333, 9.754915
},{ 3, 375981278865870, 0.007601706, -1.034686E-4, 0.008387166
},{ 1, 375981281406542, -0.0047900393, -0.033530276, 9.7142
},{ 3, 375981281406542, -0.011040423, 0.0030923248, 0.007854533
},{ 2, 375981281406542, 23.400002, 24.300001, -49.500004
},{ 1, 375981283947214, 0.016765138, -0.12693603, 9.814791
},{ 3, 375981283947214, -0.013703584, -6.361008E-4, 0.0057240045
},{ 1, 375981286487758, 0.009580079, -0.11256592, 9.807606
},{ 3, 375981286487758, 0.0065364414, -0.0022339975, 0.0051913727
},{ 1, 375981289028430, 0.100590825, -0.16286133, 9.716595
},{ 3, 375981289028430, -0.0073119965, 9.6179586E-4, 0.0019955793
},{ 1, 375981291569102, -0.059875492, -0.15567628, 9.826766
},{ 3, 375981291569102, 0.012395395, 0.0014944281, 0.0057240045
},{ 1, 375981294109774, 0.035925295, -0.086220704, 9.75731
},{ 3, 375981294109774, 0.0065364414, 0.0020270604, -1.3494957E-4
},{ 1, 375981296650446, 0.014370117, -0.1580713, 9.814791
},{ 3, 375981296650446, 0.0065364414, -0.0022339975, 0.0073219016
},{ 1, 375981299190990, 0.0023950196, -0.11256592, 9.821976
},{ 3, 375981299190990, -0.0073119965, 0.0020270604, -0.001200214
},{ 1, 375981301731662, -0.09580079, -0.12454102, 9.74773
},{ 3, 375981301731662, -0.0025183067, -6.361008E-4, -0.005993904
},{ 2, 375981301731662, 23.400002, 24.300001, -49.500004
},{ 1, 375981304272334, -0.08861572, -0.25387207, 9.78605
},{ 3, 375981304272334, -0.0035835712, -0.001168733, 0.0019955793
},{ 1, 375981306813006, 0.047900394, -0.10777588, 9.75731
},{ 3, 375981306813006, -0.004116203, 0.0025596926, 0.003593476
},{ 1, 375981309353678, -0.011975098, -0.14370118, 9.821976
},{ 3, 375981309353678, -3.8777772E-4, -0.001168733, -0.0049286396
},{ 1, 375981311894350, 0.0, -0.17244141, 9.829161
},{ 3, 375981311894350, 0.0033406478, -0.0022339975, 0.0014629471
},{ 1, 375981314434894, 0.043110352, -0.15088624, 9.730965
},{ 3, 375981314434894, -0.0057141, 0.0073533827, -0.0017328463
},{ 1, 375981316975566, -0.0047900393, -0.17723145, 9.730965
},{ 3, 375981316975566, 0.0065364414, -1.034686E-4, -0.0027981107
},{ 1, 375981319516238, 0.06706055, -0.1580713, 9.798025
},{ 3, 375981319516238, -0.0035835712, -0.0043645264, -0.0043960074
},{ 1, 375981322056910, -0.021555176, -0.17004639, 9.814791
},{ 3, 375981322056910, -0.0035835712, 0.010549176, -0.0022654785
},{ 2, 375981322056910, 23.400002, 24.300001, -49.500004
},{ 1, 375981324597582, -0.0023950196, -0.083825685, 9.704619
},{ 3, 375981324597582, -3.8777772E-4, -1.034686E-4, 0.0025282116
},{ 1, 375981327138254, -0.028740235, -0.1101709, 9.783655
},{ 3, 375981327138254, 0.0049385447, -0.008092953, -0.0017328463
},{ 1, 375981329678798, 0.0047900393, -0.13651612, 9.74773
},{ 3, 375981329678798, -0.0019856745, -0.010223482, -0.0022654785
},{ 1, 375981332219470, 0.038320314, -0.19878663, 9.802815
},{ 3, 375981332219470, -0.0035835712, 9.6179586E-4, -0.001200214
},{ 1, 375981334760142, 0.05508545, -0.1460962, 9.77168
},{ 3, 375981334760142, 0.006003809, -0.010756114, 0.0030608438
},{ 1, 375981337300814, 0.023950197, -0.16286133, 9.831555
},{ 3, 375981337300814, -0.006246732, 0.0046902215, -0.00972233
},{ 1, 375981339841486, -0.035925295, -0.20597169, 9.79563
},{ 3, 375981339841486, 0.0033406478, -0.0064950553, 0.0057240045
},{ 1, 375981342354232, 0.0, -0.16765137, 9.793235
},{ 3, 375981342354232, -0.006246732, -6.361008E-4, -0.0070591685
},{ 2, 375981342354232, 23.400002, 24.150002, -49.500004
},{ 1, 375981344894776, -0.050295413, -0.1580713, 9.7740755
},{ 3, 375981344894776, 0.0091996025, 0.0041575893, -0.001200214
